timestamp;heure_num;jour_semaine;est_weekend;est_vacances;est_heure_cours;saison;region;nb_lits;puissance_w;tension_v;courant_a;facteur_puissance;energie_jour_kwh;temperature_c;humidite_pct;vent_kmh;niveau_anomalie;type_anomalie
12/10/2024 09:00;9;Samedi;1;0;0;Automne;Nord;2;291.1;227.8;1.278;0.93;1.804;21.6;77;0.4;Normal;normal
12/10/2024 10:45;10;Samedi;1;0;0;Automne;Nord;2;194.0;229.1;0.847;0.96;1.176;25.7;67;10.2;Normal;normal
12/10/2024 11:15;11;Samedi;1;0;0;Automne;Nord;2;316.1;227.7;1.388;0.9;1.594;19.8;71;2.7;Normal;normal
12/10/2024 15:45;15;Samedi;1;0;0;Automne;Sud;2;1268.4;224.1;5.66;0.89;8.512;28.7;46;4.5;Modere;surconsommation
12/10/2024 16:45;16;Samedi;1;0;0;Automne;Centre;1;27.0;231.8;0.116;0.87;0.249;24.4;45;21.4;Normal;normal
12/10/2024 16:45;16;Samedi;1;0;0;Automne;Sud;3;331.0;232.6;1.423;0.94;3.825;28.4;39;0.9;Normal;normal
12/10/2024 17:00;17;Samedi;1;0;0;Automne;Sud;2;113.8;228.1;0.499;0.89;0.979;30.2;65;31.7;Normal;normal
12/10/2024 19:30;19;Samedi;1;0;0;Automne;Sud;2;45.0;222.2;0.203;0.87;0.413;26.5;81;11.3;Normal;normal
12/10/2024 21:15;21;Samedi;1;0;0;Automne;Centre;1;189.7;228.4;0.831;0.95;1.681;21.1;60;5.5;Normal;normal
12/10/2024 21:15;21;Samedi;1;0;0;Automne;Sud;1;43.0;228.6;0.188;0.87;0.496;23.6;78;24.5;Normal;normal
13/10/2024 00:00;0;Dimanche;0;0;0;Automne;Centre;3;0.0;0.0;0.0;0.0;0.0;14.3;63;14.7;Eleve;coupure
13/10/2024 00:45;0;Dimanche;0;0;0;Automne;Centre;2;568.3;233.3;2.436;0.91;0.183;13.5;63;2.3;Modere;surconsommation
13/10/2024 04:00;4;Dimanche;0;0;0;Automne;Sud;2;280.5;240.7;1.165;0.89;0.542;24.0;50;21.1;Leger;surconsommation
13/10/2024 04:00;4;Dimanche;0;0;0;Automne;Centre;2;196.5;230.8;0.851;0.9;0.433;14.5;72;5.3;Leger;surconsommation
13/10/2024 08:45;8;Dimanche;0;0;1;Automne;Sud;1;49.5;227.6;0.217;0.88;0.282;24.7;24;22.7;Normal;normal
13/10/2024 09:15;9;Dimanche;0;0;1;Automne;Centre;2;313.3;224.4;1.396;0.86;1.957;17.0;59;4.6;Normal;normal
13/10/2024 09:15;9;Dimanche;0;0;1;Automne;Sud;3;173.7;234.0;0.742;0.98;0.958;25.5;56;1.9;Normal;normal
13/10/2024 09:45;9;Dimanche;0;0;1;Automne;Centre;2;564.4;225.2;2.506;0.91;3.153;20.3;69;7.5;Leger;surconsommation
13/10/2024 10:00;10;Dimanche;0;0;1;Automne;Sud;3;104.9;232.0;0.452;0.94;0.48;26.6;44;3.8;Normal;normal
13/10/2024 10:30;10;Dimanche;0;0;1;Automne;Nord;4;452.5;228.7;1.979;0.91;2.571;21.7;60;5.8;Normal;normal
13/10/2024 13:15;13;Dimanche;0;0;1;Automne;Sud;2;299.2;234.6;1.275;0.93;2.049;29.0;85;1.4;Normal;normal
13/10/2024 14:00;14;Dimanche;0;0;1;Automne;Sud;4;0.0;0.0;0.0;0.0;0.0;29.9;76;6.8;Modere;coupure
13/10/2024 20:45;20;Dimanche;0;0;0;Automne;Centre;4;166.9;232.3;0.718;0.89;1.637;16.7;62;1.6;Normal;normal
13/10/2024 21:15;21;Dimanche;0;0;0;Automne;Nord;4;1001.8;230.4;4.348;0.94;14.357;23.8;58;2.7;Leger;surconsommation
14/10/2024 00:30;0;Lundi;0;0;0;Automne;Centre;4;0.0;0.0;0.0;0.0;0.0;13.8;53;2.2;Leger;coupure
14/10/2024 01:15;1;Lundi;0;0;0;Automne;Nord;2;55.2;231.9;0.238;0.87;0.039;19.1;72;11.4;Normal;normal
14/10/2024 04:15;4;Lundi;0;0;0;Automne;Centre;3;43.1;235.9;0.183;0.94;0.125;17.0;46;2.9;Normal;normal
14/10/2024 07:30;7;Lundi;0;0;0;Automne;Sud;1;0.0;0.0;0.0;0.0;0.0;26.0;44;16.6;Modere;coupure
14/10/2024 09:45;9;Lundi;0;0;1;Automne;Nord;3;0.0;0.0;0.0;0.0;0.0;23.3;20;6.3;Leger;coupure
14/10/2024 10:00;10;Lundi;0;0;1;Automne;Sud;3;511.8;231.6;2.21;0.91;2.926;23.9;43;2.0;Leger;surconsommation
14/10/2024 10:15;10;Lundi;0;0;1;Automne;Centre;3;532.4;227.9;2.336;0.93;3.374;21.0;50;3.9;Leger;surconsommation
14/10/2024 15:30;15;Lundi;0;0;1;Automne;Centre;4;368.9;238.6;1.546;0.91;3.12;20.6;65;0.7;Normal;normal
14/10/2024 15:45;15;Lundi;0;0;1;Automne;Centre;2;226.9;235.6;0.963;0.87;1.446;23.5;45;1.0;Normal;normal
14/10/2024 16:15;16;Lundi;0;0;1;Automne;Sud;2;210.7;228.1;0.924;0.96;1.689;30.3;57;5.9;Normal;normal
14/10/2024 18:00;18;Lundi;0;0;0;Automne;Sud;4;422.6;232.9;1.815;0.91;3.799;25.4;48;4.3;Normal;normal
14/10/2024 18:15;18;Lundi;0;0;0;Automne;Nord;2;109.1;231.8;0.471;0.92;0.988;26.2;75;0.7;Normal;normal
14/10/2024 18:30;18;Lundi;0;0;0;Automne;Nord;1;209.2;236.7;0.884;0.88;2.698;20.1;56;8.6;Normal;normal
14/10/2024 18:45;18;Lundi;0;0;0;Automne;Centre;2;253.5;220.8;1.148;0.86;2.215;16.2;46;1.2;Normal;normal
14/10/2024 21:45;21;Lundi;0;0;0;Automne;Centre;2;144.7;224.1;0.646;0.97;1.807;17.8;39;23.7;Normal;normal
14/10/2024 22:00;22;Lundi;0;0;0;Automne;Centre;1;86.9;226.5;0.384;0.98;0.942;17.3;50;7.1;Normal;normal
15/10/2024 02:15;2;Mardi;0;0;0;Automne;Nord;2;44.5;226.0;0.197;0.97;0.064;16.6;49;2.0;Normal;normal
15/10/2024 03:00;3;Mardi;0;0;0;Automne;Centre;3;816.2;237.9;3.431;0.95;1.137;12.4;72;6.9;Eleve;surconsommation
15/10/2024 06:45;6;Mardi;0;0;0;Automne;Sud;4;661.8;224.9;2.943;0.95;2.837;27.9;51;14.6;Modere;surconsommation
15/10/2024 09:45;9;Mardi;0;0;1;Automne;Nord;2;392.6;232.7;1.687;0.91;1.613;18.3;83;5.8;Normal;normal
15/10/2024 09:45;9;Mardi;0;0;1;Automne;Nord;1;42.2;228.9;0.184;0.87;0.286;23.8;20;16.5;Normal;normal
15/10/2024 10:15;10;Mardi;0;0;1;Automne;Centre;1;576.5;230.2;2.504;0.94;2.835;19.0;52;2.2;Modere;surconsommation
15/10/2024 14:15;14;Mardi;0;0;1;Automne;Centre;2;436.9;226.6;1.928;0.97;3.347;23.0;58;11.3;Leger;surconsommation
15/10/2024 16:45;16;Mardi;0;0;1;Automne;Nord;2;587.4;233.7;2.513;0.93;4.027;27.8;52;32.4;Leger;surconsommation
15/10/2024 20:45;20;Mardi;0;0;0;Automne;Centre;3;1114.4;229.1;4.864;0.93;14.652;19.0;61;6.4;Leger;surconsommation
15/10/2024 21:00;21;Mardi;0;0;0;Automne;Nord;1;55.9;233.7;0.239;0.87;0.48;22.5;67;11.2;Normal;normal
15/10/2024 23:45;23;Mardi;0;0;0;Automne;Sud;4;1038.5;229.9;4.517;0.86;11.806;25.6;37;23.6;Leger;surconsommation
16/10/2024 02:30;2;Mercredi;0;0;0;Automne;Centre;3;329.5;221.0;1.491;0.88;0.573;8.7;90;2.0;Leger;surconsommation
16/10/2024 03:00;3;Mercredi;0;0;0;Automne;Sud;3;47.5;224.0;0.212;0.91;0.071;21.4;48;4.4;Normal;normal
16/10/2024 03:00;3;Mercredi;0;0;0;Automne;Centre;2;14.5;228.3;0.064;0.9;0.024;12.1;47;1.4;Normal;normal
16/10/2024 03:30;3;Mercredi;0;0;0;Automne;Nord;2;143.5;233.7;0.614;0.94;0.26;14.5;22;1.6;Normal;normal
16/10/2024 04:45;4;Mercredi;0;0;0;Automne;Sud;2;144.8;231.1;0.627;0.97;0.398;22.1;50;11.1;Normal;normal
16/10/2024 05:15;5;Mercredi;0;0;0;Automne;Sud;4;70.6;242.0;0.292;0.91;0.218;23.2;60;2.6;Normal;normal
16/10/2024 06:45;6;Mercredi;0;0;0;Automne;Sud;1;11.9;220.7;0.054;0.94;0.045;29.1;42;14.1;Normal;normal
16/10/2024 07:15;7;Mercredi;0;0;0;Automne;Centre;1;0.0;0.0;0.0;0.0;0.0;18.8;40;1.5;Leger;coupure
16/10/2024 08:30;8;Mercredi;0;0;1;Automne;Centre;4;62.8;226.5;0.277;0.94;0.265;15.6;43;1.8;Normal;normal
16/10/2024 09:00;9;Mercredi;0;0;1;Automne;Nord;1;95.0;233.1;0.408;0.88;0.598;19.1;80;0.6;Normal;normal
16/10/2024 10:15;10;Mercredi;0;0;1;Automne;Nord;2;578.8;225.4;2.568;0.89;2.397;19.8;70;3.5;Leger;surconsommation
16/10/2024 10:30;10;Mercredi;0;0;1;Automne;Sud;3;0.0;0.0;0.0;0.0;0.0;22.6;61;19.2;Leger;coupure
16/10/2024 11:30;11;Mercredi;0;0;1;Automne;Centre;2;334.7;225.2;1.486;0.87;1.716;14.1;41;1.8;Normal;normal
16/10/2024 13:00;13;Mercredi;0;0;1;Automne;Centre;2;1132.7;228.2;4.964;0.86;8.62;22.2;53;10.7;Modere;surconsommation
16/10/2024 14:30;14;Mercredi;0;0;1;Automne;Centre;2;38.1;228.3;0.167;0.88;0.343;24.0;56;1.4;Normal;normal
16/10/2024 14:45;14;Mercredi;0;0;1;Automne;Centre;3;80.9;226.0;0.358;0.96;0.768;22.7;49;5.7;Normal;normal
16/10/2024 16:00;16;Mercredi;0;0;1;Automne;Sud;3;265.6;248.5;1.069;0.88;2.358;30.3;33;35.5;Normal;normal
16/10/2024 17:45;17;Mercredi;0;0;1;Automne;Centre;1;59.2;230.8;0.256;0.94;0.473;21.9;57;0.6;Normal;normal
16/10/2024 19:15;19;Mercredi;0;0;0;Automne;Nord;2;46.8;226.3;0.207;0.9;0.474;22.6;46;1.0;Normal;normal
16/10/2024 20:30;20;Mercredi;0;0;0;Automne;Centre;2;112.1;226.8;0.494;0.86;1.457;19.4;47;9.7;Normal;normal
16/10/2024 22:30;22;Mercredi;0;0;0;Automne;Centre;3;936.2;225.8;4.146;0.93;12.125;20.6;86;2.4;Leger;surconsommation
17/10/2024 00:30;0;Jeudi;0;0;0;Automne;Centre;2;116.0;231.4;0.501;0.94;0.03;13.1;51;2.3;Normal;normal
17/10/2024 02:00;2;Jeudi;0;0;0;Automne;Centre;1;131.1;237.6;0.552;0.89;0.137;14.5;52;9.1;Leger;surconsommation
17/10/2024 02:45;2;Jeudi;0;0;0;Automne;Nord;4;246.3;238.0;1.035;0.89;0.385;15.1;43;19.0;Leger;surconsommation
17/10/2024 04:45;4;Jeudi;0;0;0;Automne;Nord;2;0.0;0.0;0.0;0.0;0.0;16.4;54;5.4;Eleve;coupure
17/10/2024 05:00;5;Jeudi;0;0;0;Automne;Nord;2;281.3;240.9;1.168;0.93;0.895;17.6;49;7.6;Leger;surconsommation
17/10/2024 06:30;6;Jeudi;0;0;0;Automne;Nord;2;125.1;224.2;0.558;0.87;0.372;21.1;90;2.5;Normal;normal
17/10/2024 09:00;9;Jeudi;0;0;1;Automne;Centre;1;601.1;227.3;2.645;0.9;2.994;17.7;20;14.6;Modere;surconsommation
17/10/2024 09:15;9;Jeudi;0;0;1;Automne;Centre;2;336.7;229.5;1.467;0.92;1.469;14.6;35;4.7;Normal;normal
17/10/2024 11:00;11;Jeudi;0;0;1;Automne;Sud;3;717.0;233.3;3.073;0.87;4.31;27.6;48;11.5;Leger;surconsommation
17/10/2024 11:30;11;Jeudi;0;0;1;Automne;Nord;3;581.2;231.5;2.511;0.97;4.049;22.3;81;4.1;Leger;surconsommation
17/10/2024 13:45;13;Jeudi;0;0;1;Automne;Nord;2;112.2;226.1;0.496;0.98;0.849;28.1;46;25.1;Normal;normal
17/10/2024 14:15;14;Jeudi;0;0;1;Automne;Centre;3;1647.6;235.4;6.999;0.88;13.775;24.6;64;2.1;Modere;surconsommation
17/10/2024 15:15;15;Jeudi;0;0;1;Automne;Centre;2;370.7;222.9;1.663;0.96;3.081;20.2;38;2.5;Normal;normal
17/10/2024 18:30;18;Jeudi;0;0;0;Automne;Centre;1;136.7;226.2;0.604;0.89;1.072;18.2;65;12.4;Normal;normal
17/10/2024 18:45;18;Jeudi;0;0;0;Automne;Sud;4;627.6;226.2;2.775;0.87;5.798;25.0;53;0.5;Normal;normal
17/10/2024 19:45;19;Jeudi;0;0;0;Automne;Centre;3;2898.8;227.3;12.753;0.92;26.597;18.8;54;0.9;Eleve;surconsommation
17/10/2024 20:15;20;Jeudi;0;0;0;Automne;Centre;2;230.9;230.3;1.003;0.92;2.262;17.9;36;5.0;Normal;normal
17/10/2024 21:15;21;Jeudi;0;0;0;Automne;Centre;2;567.7;227.6;2.494;0.9;8.383;14.3;53;16.9;Leger;surconsommation
17/10/2024 22:15;22;Jeudi;0;0;0;Automne;Nord;3;121.5;229.8;0.529;0.85;1.309;24.1;66;14.0;Normal;normal
18/10/2024 02:00;2;Vendredi;1;0;0;Automne;Centre;1;106.4;233.4;0.456;0.95;0.098;11.7;42;0.6;Leger;surconsommation
18/10/2024 07:00;7;Vendredi;1;0;0;Automne;Centre;4;727.7;232.7;3.127;0.92;2.17;20.2;28;2.4;Leger;surconsommation
18/10/2024 07:45;7;Vendredi;1;0;0;Automne;Sud;3;491.5;233.1;2.109;0.89;2.556;25.9;48;5.6;Normal;normal
18/10/2024 10:00;10;Vendredi;1;0;0;Automne;Sud;3;375.3;228.3;1.644;0.97;1.815;23.8;57;17.9;Normal;normal
18/10/2024 10:15;10;Vendredi;1;0;0;Automne;Centre;4;69.3;217.7;0.318;0.87;0.429;18.2;42;1.3;Normal;normal
18/10/2024 13:45;13;Vendredi;1;0;0;Automne;Sud;1;899.0;229.1;3.924;0.92;6.124;30.8;45;3.1;Modere;surconsommation
18/10/2024 17:30;17;Vendredi;1;0;0;Automne;Nord;1;206.8;232.3;0.89;0.93;2.478;27.9;71;20.4;Normal;normal
18/10/2024 20:30;20;Vendredi;1;0;0;Automne;Centre;2;705.0;228.2;3.089;0.86;8.46;18.9;33;3.6;Leger;surconsommation
19/10/2024 02:45;2;Samedi;1;0;0;Automne;Nord;1;87.3;233.3;0.374;0.93;0.105;12.2;74;3.4;Normal;normal
19/10/2024 03:30;3;Samedi;1;0;0;Automne;Sud;4;799.4;231.5;3.453;0.85;1.524;18.5;51;0.1;Modere;surconsommation
19/10/2024 05:45;5;Samedi;1;0;0;Automne;Centre;3;159.8;230.1;0.694;0.96;0.375;14.7;65;9.6;Normal;normal
19/10/2024 07:30;7;Samedi;1;0;0;Automne;Sud;3;420.1;229.1;1.834;0.93;1.899;22.9;71;8.4;Normal;normal
19/10/2024 11:00;11;Samedi;1;0;0;Automne;Nord;2;682.3;234.0;2.916;0.86;3.246;21.9;61;5.0;Leger;surconsommation
19/10/2024 12:00;12;Samedi;1;0;0;Automne;Sud;1;3297.5;224.3;14.701;0.87;23.828;27.0;30;11.6;Critique;surconsommation
19/10/2024 12:45;12;Samedi;1;0;0;Automne;Nord;2;730.2;238.4;3.063;0.89;4.94;24.3;42;13.7;Leger;surconsommation
19/10/2024 13:15;13;Samedi;1;0;0;Automne;Centre;2;766.0;228.0;3.36;0.96;6.32;23.3;50;21.1;Leger;surconsommation
19/10/2024 13:30;13;Samedi;1;0;0;Automne;Centre;2;152.8;228.5;0.669;0.94;1.166;22.4;56;10.0;Normal;normal
19/10/2024 14:45;14;Samedi;1;0;0;Automne;Sud;2;484.4;235.8;2.054;0.89;4.749;29.0;84;3.7;Leger;surconsommation
19/10/2024 15:15;15;Samedi;1;0;0;Automne;Nord;2;302.0;223.1;1.354;0.93;1.961;25.5;26;10.7;Normal;normal
19/10/2024 15:45;15;Samedi;1;0;0;Automne;Centre;1;1530.3;220.1;6.953;0.98;15.432;23.2;38;12.1;Eleve;surconsommation
19/10/2024 16:15;16;Samedi;1;0;0;Automne;Sud;3;469.0;218.8;2.144;0.87;5.183;30.7;84;0.3;Normal;normal
19/10/2024 17:45;17;Samedi;1;0;0;Automne;Centre;2;0.0;0.0;0.0;0.0;0.0;23.5;48;0.6;Modere;coupure
19/10/2024 17:45;17;Samedi;1;0;0;Automne;Centre;1;345.1;233.8;1.476;0.86;3.455;25.0;74;4.7;Leger;surconsommation
19/10/2024 18:00;18;Samedi;1;0;0;Automne;Nord;4;166.3;223.7;0.743;0.95;1.522;19.9;39;6.6;Normal;normal
20/10/2024 01:00;1;Dimanche;0;0;0;Automne;Nord;3;315.3;233.9;1.348;0.87;0.128;12.4;64;9.4;Leger;surconsommation
20/10/2024 01:15;1;Dimanche;0;0;0;Automne;Sud;1;220.5;230.4;0.957;0.89;0.114;17.6;79;17.8;Modere;surconsommation
20/10/2024 02:30;2;Dimanche;0;0;0;Automne;Sud;2;314.2;229.7;1.368;0.93;0.442;18.0;57;6.3;Leger;surconsommation
20/10/2024 10:45;10;Dimanche;0;0;1;Automne;Sud;2;109.7;229.0;0.479;0.93;0.672;24.2;69;2.6;Normal;normal
20/10/2024 12:45;12;Dimanche;0;0;1;Automne;Sud;2;135.8;237.6;0.572;0.97;0.9;26.9;30;0.8;Normal;normal
20/10/2024 13:30;13;Dimanche;0;0;1;Automne;Sud;1;61.9;238.2;0.26;0.91;0.359;31.6;42;9.2;Normal;normal
20/10/2024 14:15;14;Dimanche;0;0;1;Automne;Centre;4;193.9;226.1;0.858;0.87;1.523;22.2;63;0.7;Normal;normal
20/10/2024 17:15;17;Dimanche;0;0;1;Automne;Centre;1;336.9;236.3;1.426;0.95;2.715;22.5;77;0.9;Leger;surconsommation
20/10/2024 17:30;17;Dimanche;0;0;1;Automne;Sud;2;199.9;238.4;0.839;0.86;2.441;30.1;48;3.0;Normal;normal
20/10/2024 21:00;21;Dimanche;0;0;0;Automne;Centre;4;281.5;234.1;1.202;0.96;2.443;20.2;37;6.7;Normal;normal
20/10/2024 21:30;21;Dimanche;0;0;0;Automne;Sud;4;2530.6;233.6;10.833;0.96;25.349;26.6;42;8.8;Modere;surconsommation
20/10/2024 21:30;21;Dimanche;0;0;0;Automne;Nord;3;83.8;240.5;0.348;0.96;1.163;23.2;44;1.4;Normal;normal
20/10/2024 23:15;23;Dimanche;0;0;0;Automne;Centre;1;93.2;225.1;0.414;0.93;1.215;21.1;30;5.9;Normal;normal
20/10/2024 23:45;23;Dimanche;0;0;0;Automne;Nord;1;477.0;225.7;2.113;0.86;6.967;23.3;42;1.3;Leger;surconsommation
21/10/2024 01:45;1;Lundi;0;0;0;Automne;Sud;2;619.6;227.4;2.725;0.94;0.619;20.5;42;36.9;Modere;surconsommation
21/10/2024 03:00;3;Lundi;0;0;0;Automne;Nord;1;286.2;238.1;1.202;0.9;0.429;16.0;59;2.1;Modere;surconsommation
21/10/2024 04:30;4;Lundi;0;0;0;Automne;Centre;3;340.4;224.5;1.516;0.85;0.973;13.8;83;9.3;Leger;surconsommation
21/10/2024 04:30;4;Lundi;0;0;0;Automne;Centre;3;186.7;238.4;0.783;0.9;0.341;12.3;54;9.4;Normal;normal
21/10/2024 06:30;6;Lundi;0;0;0;Automne;Centre;2;59.3;228.6;0.259;0.91;0.244;16.4;65;1.2;Normal;normal
21/10/2024 07:15;7;Lundi;0;0;0;Automne;Centre;4;88.6;224.3;0.395;0.97;0.402;20.4;59;0.7;Normal;normal
21/10/2024 10:00;10;Lundi;0;0;1;Automne;Centre;3;313.9;227.9;1.377;0.86;2.007;21.4;55;7.3;Normal;normal
21/10/2024 13:15;13;Lundi;0;0;1;Automne;Nord;2;0.0;0.0;0.0;0.0;0.0;24.2;45;3.4;Leger;coupure
21/10/2024 14:15;14;Lundi;0;0;1;Automne;Nord;3;328.7;231.4;1.42;0.9;2.699;27.1;64;4.4;Normal;normal
21/10/2024 14:15;14;Lundi;0;0;1;Automne;Sud;1;63.9;224.8;0.284;0.9;0.597;28.3;73;19.0;Normal;normal
21/10/2024 14:45;14;Lundi;0;0;1;Automne;Nord;1;422.4;223.6;1.889;0.98;3.895;24.2;34;0.4;Leger;surconsommation
21/10/2024 18:15;18;Lundi;0;0;0;Automne;Nord;2;173.3;234.0;0.741;0.98;1.999;19.8;20;6.2;Normal;normal
21/10/2024 18:30;18;Lundi;0;0;0;Automne;Nord;4;560.2;236.2;2.372;0.94;4.333;21.4;50;1.8;Normal;normal
21/10/2024 23:00;23;Lundi;0;0;0;Automne;Nord;2;94.0;229.5;0.41;0.97;1.425;24.3;51;7.7;Normal;normal
21/10/2024 23:45;23;Lundi;0;0;0;Automne;Nord;3;0.0;0.0;0.0;0.0;0.0;24.0;43;27.0;Leger;coupure
22/10/2024 00:00;0;Mardi;0;0;0;Automne;Centre;3;53.3;225.8;0.236;0.97;0.0;13.5;62;10.3;Normal;normal
22/10/2024 01:00;1;Mardi;0;0;0;Automne;Nord;3;713.8;232.2;3.074;0.89;0.445;19.1;64;13.1;Modere;surconsommation
22/10/2024 01:45;1;Mardi;0;0;0;Automne;Centre;3;63.8;220.6;0.289;0.89;0.051;15.3;32;3.9;Normal;normal
22/10/2024 03:00;3;Mardi;0;0;0;Automne;Centre;4;0.0;0.0;0.0;0.0;0.0;12.8;37;7.4;Modere;coupure
22/10/2024 04:30;4;Mardi;0;0;0;Automne;Nord;1;54.6;227.8;0.24;0.87;0.152;14.2;62;9.4;Normal;normal
22/10/2024 05:15;5;Mardi;0;0;0;Automne;Nord;3;1080.8;229.1;4.718;0.87;3.502;18.8;63;5.2;Eleve;surconsommation
22/10/2024 05:15;5;Mardi;0;0;0;Automne;Nord;2;81.5;233.4;0.349;0.98;0.242;13.6;74;2.9;Normal;normal
22/10/2024 05:30;5;Mardi;0;0;0;Automne;Sud;1;68.6;242.2;0.283;0.98;0.218;20.9;90;21.0;Normal;normal
22/10/2024 06:45;6;Mardi;0;0;0;Automne;Sud;1;93.3;223.9;0.417;0.95;0.293;24.5;57;8.9;Normal;normal
22/10/2024 08:15;8;Mardi;0;0;1;Automne;Centre;4;507.8;235.8;2.154;0.87;1.743;17.6;82;15.1;Normal;normal
22/10/2024 08:15;8;Mardi;0;0;1;Automne;Sud;1;31.6;235.9;0.134;0.91;0.18;21.9;63;9.9;Normal;normal
22/10/2024 10:30;10;Mardi;0;0;1;Automne;Centre;1;23.7;236.4;0.1;0.96;0.103;16.1;44;11.6;Normal;normal
22/10/2024 11:00;11;Mardi;0;0;1;Automne;Nord;4;1094.4;233.2;4.693;0.92;5.502;22.1;72;33.8;Leger;surconsommation
22/10/2024 11:30;11;Mardi;0;0;1;Automne;Centre;3;250.9;225.1;1.115;0.85;1.582;14.9;63;6.6;Normal;normal
22/10/2024 12:00;12;Mardi;0;0;1;Automne;Centre;4;900.1;222.8;4.04;0.86;4.876;23.0;54;16.2;Leger;surconsommation
22/10/2024 12:15;12;Mardi;0;0;1;Automne;Centre;3;370.3;231.1;1.602;0.97;2.401;23.6;58;16.3;Normal;normal
22/10/2024 14:00;14;Mardi;0;0;1;Automne;Sud;4;539.0;227.8;2.366;0.89;4.622;30.4;56;3.4;Normal;normal
22/10/2024 14:15;14;Mardi;0;0;1;Automne;Sud;2;182.6;226.5;0.806;0.97;1.22;27.5;76;16.0;Normal;normal
22/10/2024 14:45;14;Mardi;0;0;1;Automne;Nord;3;749.8;228.1;3.287;0.91;6.949;24.0;73;0.9;Leger;surconsommation
22/10/2024 15:45;15;Mardi;0;0;1;Automne;Nord;4;1148.0;228.1;5.033;0.95;11.848;25.5;48;1.2;Leger;surconsommation
22/10/2024 16:00;16;Mardi;0;0;1;Automne;Sud;2;575.8;223.6;2.575;0.93;6.292;29.0;50;1.8;Leger;surconsommation
22/10/2024 17:15;17;Mardi;0;0;1;Automne;Sud;2;235.4;239.9;0.981;0.9;2.099;29.2;73;0.2;Normal;normal
22/10/2024 17:30;17;Mardi;0;0;1;Automne;Centre;4;547.0;237.9;2.299;0.93;4.273;23.6;37;3.2;Normal;normal
22/10/2024 19:45;19;Mardi;0;0;0;Automne;Nord;1;106.5;221.9;0.48;0.92;1.21;17.9;66;5.5;Normal;normal
22/10/2024 20:45;20;Mardi;0;0;0;Automne;Sud;3;134.3;235.4;0.571;0.92;1.307;25.4;80;4.2;Normal;normal
22/10/2024 21:30;21;Mardi;0;0;0;Automne;Sud;3;462.7;230.4;2.008;0.97;6.504;22.0;37;0.5;Normal;normal
22/10/2024 23:30;23;Mardi;0;0;0;Automne;Nord;3;1975.1;227.1;8.697;0.94;26.833;20.1;42;4.8;Modere;surconsommation
22/10/2024 23:45;23;Mardi;0;0;0;Automne;Centre;3;355.9;227.9;1.562;0.91;4.841;19.1;55;6.4;Normal;normal
23/10/2024 00:15;0;Mercredi;0;0;0;Automne;Sud;2;92.4;239.0;0.387;0.9;0.015;18.4;59;16.8;Normal;normal
23/10/2024 00:30;0;Mercredi;0;0;0;Automne;Centre;2;104.7;236.2;0.443;0.91;0.026;8.7;69;12.9;Normal;normal
23/10/2024 00:45;0;Mercredi;0;0;0;Automne;Nord;4;0.0;0.0;0.0;0.0;0.0;17.9;66;11.1;Leger;coupure
23/10/2024 02:00;2;Mercredi;0;0;0;Automne;Sud;3;183.2;230.6;0.794;0.97;0.176;18.4;66;10.7;Normal;normal
23/10/2024 02:15;2;Mercredi;0;0;0;Automne;Nord;2;64.2;230.6;0.278;0.9;0.076;16.5;57;9.8;Normal;normal
23/10/2024 03:00;3;Mercredi;0;0;0;Automne;Centre;1;167.8;230.1;0.729;0.88;0.241;13.4;69;12.5;Leger;surconsommation
23/10/2024 03:00;3;Mercredi;0;0;0;Automne;Centre;3;318.5;232.5;1.37;0.94;0.404;14.0;73;4.0;Leger;surconsommation
23/10/2024 09:30;9;Mercredi;0;0;1;Automne;Nord;3;582.3;228.6;2.547;0.9;3.75;19.7;79;5.8;Leger;surconsommation
23/10/2024 09:30;9;Mercredi;0;0;1;Automne;Nord;3;45.7;230.7;0.198;0.93;0.289;19.9;69;29.1;Normal;normal
23/10/2024 10:30;10;Mercredi;0;0;1;Automne;Centre;3;463.0;231.4;2.001;0.94;3.331;16.8;33;1.5;Normal;normal
23/10/2024 10:45;10;Mercredi;0;0;1;Automne;Nord;2;0.0;0.0;0.0;0.0;0.0;23.5;33;8.7;Leger;coupure
23/10/2024 15:45;15;Mercredi;0;0;1;Automne;Centre;3;390.4;218.3;1.788;0.9;3.782;24.0;56;3.9;Normal;normal
23/10/2024 17:00;17;Mercredi;0;0;1;Automne;Sud;1;0.0;0.0;0.0;0.0;0.0;28.3;62;21.0;Leger;coupure
23/10/2024 17:15;17;Mercredi;0;0;1;Automne;Centre;2;34.0;233.0;0.146;0.92;0.246;24.3;61;12.2;Normal;normal
23/10/2024 21:30;21;Mercredi;0;0;0;Automne;Sud;2;3247.8;220.2;14.749;0.92;41.308;25.4;72;0.8;Eleve;surconsommation
23/10/2024 22:00;22;Mercredi;0;0;0;Automne;Nord;2;234.6;234.8;0.999;0.87;3.029;23.8;68;17.0;Normal;normal
23/10/2024 22:00;22;Mercredi;0;0;0;Automne;Centre;1;80.3;225.7;0.356;0.92;1.095;15.6;61;3.5;Normal;normal
23/10/2024 23:45;23;Mercredi;0;0;0;Automne;Centre;4;487.9;223.0;2.188;0.96;4.741;18.8;65;1.5;Normal;normal
24/10/2024 01:30;1;Jeudi;0;0;0;Automne;Nord;3;236.8;230.3;1.028;0.96;0.179;17.4;37;2.0;Leger;surconsommation
